variable,WebVariableSortOrder,category,title,titleLower,low,high,unit,shortlist,decimals,rounding,factor,Ranking statement (same for all),definition,tags,condition,conditionDefinition,positive,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
PSE06_Parks,07_05,Housing and neighborhood environment,Parks,parks,Less park access,More park access,#;%,FALSE,0,1,1,,Access to parks represents the percentage of the population living within half a mile of a park. States with the best statistics (more park access) rank first.,green space;recreation;outdoors;playgrounds;canopy;nature;placemaking;public space;city planning;neighborhood design;gardens;walkable;walking;children;kids;plays;playing;exercises;green-space;playground;field;playfield;local;locality; accessible;civinity;environment;natural;,,,TRUE,23,63,64,22,65,74,41,53,96,39,27,83,52,59,26,33,39,29,27,17,64,67,41,62,22,34,58,40,65,17,55,59,57,23,38,41,29,68,47,52,17,36,25,36,75,25,37,62,14,50,64
PSE60_FineParticulateMatter,07_06,Housing and neighborhood environment,Air Pollution,air pollution,Less pollution,More pollution,#,FALSE,0,1,1,,Air pollution represents the average daily density of fine particles in the air. States with the best statistics (less pollution) rank first.,pollution;respiratory;air;smog;asthma;dust;lungs;pulmonary;contamination;air-contamination;polluting;contaiminant;dirty;gross;disgusting;pollutant;foul;filthy;atmosphere;,,,FALSE,12.8,,10.1,11.8,9.3,12.7,10.5,11.9,12.7,11.4,12.8,,10.1,12.5,13.5,10.9,10.9,13.5,10.8,10.3,12.5,10.5,11.5,12,12.2,10.2,10.9,12.1,12.5,10.5,11.3,10,11.7,12.3,10,13.5,10.3,8.9,12.9,10.3,12.6,10.8,13.8,9.6,11.4,10.7,12.7,11,13.2,11.5,11.2
PSE44_ViolentCrimeRate,08_01,Safety and social environment,Violent Crime,violent crime,Less violent crime,More violent crime,#,FALSE,0,1,1,,"Violent crime represents the number of violent crimes per 100,000 people. States with the best statistics (less violent crime) rank first.",safety;violence;assaults;domestic;sexual;homicides;murders;manslaughters;abuses;rapes;shootings;unsafe;offense;wrongdoing;transgression;felony;felonies;criminal;criminal act;deliquency;robbery;robberies;abductions;negligences;endagerments;danger;dangerous;dangerouse;kidnappings;,,,FALSE,532.3,804.2,470.1,550.9,445.3,342.6,227.1,508.8,1205.9,430.3,397.6,309.2,230.3,436.3,404.7,290.6,380.4,232.3,566.1,123.8,472,376.9,459,242.6,280.5,519.4,368.3,291,678.1,197.6,245,702.5,376.2,372.2,251.1,300.3,449.8,264.6,316.4,238.9,501.8,418.4,632.9,434.4,242.8,158.3,217.6,302.2,358.1,305.9,244.2
PSE36_ViolCrime,08_02,Safety and social environment,Children Exposed to Violence,children exposed to violence,Less exposure,More exposure,#;%,FALSE,0,1,1,,Children exposed to violence represents the percentage of children (age 0â€“17 years) who were ever victims of violent crime or witnessed violent crime in their neighborhood. States with the best statistics (less exposure) rank first.,child abuse;beatings;neglect;assault;murder;homicide;rape;shooting;kids;unsafe;adolescents;abductions;negligences;endagerments;danger;dangerous;dangerouse;kidnappings;kids;youths;young;,,,FALSE,4.127945441,4.54049116,5.879741137,4.980351261,1.959213457,3.433089842,3.732403601,5.662304516,9.386880279,4.74634245,6.220586985,7.076669256,4.238311862,4.305030107,5.895133174,5.271785309,3.639217474,3.320133673,4.664009372,5.849835529,2.158737427,2.438054562,4.896160158,4.526290405,2.089214522,4.180699842,5.72916063,3.735126917,7.069457753,2.15004984,2.715294988,6.244714011,2.512489808,3.640732271,3.138867955,5.319460921,5.085594262,3.023800021,4.272944694,6.770419511,3.63425872,3.571226976,3.95713166,4.023431036,2.82109087,2.977868235,3.393702883,2.157197971,2.776722593,4.352257086,2.91162814
PSE25_SafeSchool,08_03,Safety and social environment,Safe Schools,safe schools,Fewer children safe at school,More children safe at school,#;%,FALSE,0,1,1,,Safe schools represents the percentage of parents who consider their children safe at school. States with the best statistics (more children safe at school) rank first.,education;bullying;violence;youth;well-being;secure;security; kids;unsafe;adolescents;shooting;school-shooting;bullies;bullys;elementary;middle-school;high-school;kindergarten;,,,TRUE,75.04804317,79.97330193,71.19396647,70.05613235,72.74358151,71.54551802,77.68168442,73.440014,67.9542037,68.85101567,74.25183487,73.51712091,77.68842861,75.16385448,78.05369022,79.51259799,79.97616161,73.60624397,76.87458142,84.05610233,75.15008931,79.783431,76.99469903,78.20338457,69.50933005,78.90357253,73.7467093,79.98249695,63.2594538,78.04171455,81.34383409,67.7218265,76.91570591,70.1893739,81.16843924,72.14065085,72.39946621,74.48756441,77.16868369,74.50933257,71.21115357,81.02778614,74.76104816,72.6338298,74.93746031,80.07530415,74.40562377,73.1086815,71.71839044,78.75272924,77.93884054
PSE01_NHamenities,08_04,Safety and social environment,Neighborhood Amenities,neighborhood amenities,Fewer amenities,More amenities,#,FALSE,0,1,1,,"Neighborhood amenities represents the average number of amenities (out of four: a park, sidewalk, library, or community center) in the neighborhood for children. States with the best statistics (more amenities) rank first.",playground;play area;recreation;public;municipal;public space;walkway;walk; path;pedway;locality;locale; community;area;zone;area;placemaking;city planning;neighborhood design;play-area;books;accessible;available;attainable;walkable;neighbourhood;,,,TRUE,1.852011738,2.380090624,2.749591303,1.98254329,3.179927072,3.186502451,2.814276471,2.370100335,3.567991435,2.678733298,2.334322338,3.129558439,2.463140309,3.190393564,2.292537147,2.654910516,2.596070836,2.104229396,2.083132695,2.511289503,2.920691501,3.030726622,2.69060035,2.929746864,1.698072785,2.54825177,2.314079201,2.739692036,2.828611274,2.575530821,3.182674617,2.622642236,3.186818554,2.016576768,2.709521389,2.607676563,1.936404091,2.81510511,2.80966589,2.982108826,1.990926485,2.710246613,2.026042813,2.5588905,3.270620138,2.576741789,2.498525616,2.827072646,1.96300612,2.64797913,2.846976972
PSE35b_ACES2,08_05,Safety and social environment,Childhood Trauma,childhood trauma,Less trauma,More trauma,#;%,TRUE,0,1,1,,Childhood trauma represents the percentage of children exposed to two or more adverse experiences. States with the best statistics (less trauma) rank first.,abuse;neglect;aces;youth;toxic stress;child abuse;early childhood;kids;mistreat;exploit;violence;brutality; cruelty;maltreatment; molestation;adolescents;trauma;pstd;post traumatic stress disorder;domestic violence;substance abuse,,,FALSE,26.9288534,23.07476259,30.19468326,29.82745765,16.34716821,23.10584701,19.5498945,23.1778793,22.20773904,26.12724202,26.73890856,21.51738293,22.68619395,19.96255939,22.95522723,20.75400347,21.02551523,27.10210113,27.29119375,24.87564642,15.34933986,15.79533873,22.50963003,16.98350864,27.23651605,26.58085595,25.66579265,19.55095102,24.82788657,19.51697794,18.77432528,27.94967799,15.38149124,23.22884223,15.80232745,27.70674329,24.98772613,22.55768412,20.49947799,22.68129195,24.3972002,22.66964487,24.56540101,23.9966308,16.61713136,19.76473077,19.36883091,19.15591533,24.93978036,20.374048,26.22324512
PSE41_TeenMentor,08_06,Safety and social environment,Teen Mentoring,teen mentoring,Less mentoring,More mentoring,#;%,FALSE,0,1,1,,Teen mentoring represents the percentage of teens with adults they can talk to. States with the best statistics (more mentoring) rank first.,youth;adolescents;role-model;role;model;example;heros;heroes;mentors;guides;confidants;counselors;teachers;teenagers;young;advisers;advisors;coachs;coaches;positive;rolemodel;,,,TRUE,96.7,94.7,96.6,97,95,96.6,95.2,96.5,97.1,94.8,96.4,93.7,95,95.2,94.3,96.7,95.3,96.1,96.5,97.5,94.6,96.5,94.9,95.4,95.3,94.4,93.1,96.5,93,95,95.8,96.6,95.3,95.4,95.7,95.3,95.5,95,94.7,94.9,95.3,96.1,95.1,94.2,94.4,97.5,93.8,94.3,95.9,94.1,97.2
PSE45_SocialCapital,08_07,Safety and social environment,Social Capital,social capital,Less social capital,More social capital,#,FALSE,1,0.1,1,,"Social capital is measured with an index, ranging from -2.2 to 2.1, reflecting access to community organizations (e.g., churches) and sports (e.g., golf courses). States with the best statistics (more social capital) rank first.",cohesion;club;institutions;groups;recreation;recreational;affiliation;placemaking;social connection;social network;social support;teams;sportsteams;crews;temples;shrimes;chapels;sanctuary;sanctuaries;social-network;network;,,,TRUE,-0.41259257,,-1.7504394,-0.8439757,-1.5077689,-0.30192142,-0.40375899,-0.17200837,3.608868,-1.0310164,-1.0301605,,-0.76683389,-0.69381316,-0.36614683,0.96669042,-0.05019536,-0.76377395,-0.60238357,0.45251153,-0.43916572,-0.47970725,-0.24138725,0.59177973,-0.4491501,-0.1324699,0.91824781,0.15586331,-1.7909493,0.14938146,-0.74995267,-0.78435338,-1.1421824,-0.37193428,0.95583043,-0.05334621,-0.61407479,-0.26239157,-0.19939488,-0.29991122,-0.57343865,0.70515187,-0.69581429,-1.5415636,-1.8353947,0.78656883,-0.28111848,-0.52473714,-0.50311486,0.21927272,0.54338638
HS13b_PrivateIns,09_01,Health care,Private Insurance,private insurance,Less private insurance,More private insurance,#;%,FALSE,0,1,1,,Private insurance represents the percentage of the population with private health insurance. States with the best statistics (more private insurance) rank first.,coverage;insured;healthcare;health-care;employer;employment;security;medical-care;medical;dental;healthy;workers;employee;assistance;aid;aide;health-insurance;paid;paid-for;prescription;treament;afforable;,,,TRUE,66.4,65.8,61.5,60.4,61.8,69.8,71.9,70.9,69.1,59.8,64,76.2,68.2,68.8,69.3,75.6,73.9,65,60.7,67.6,74.1,74.3,70.4,76.6,58.2,69.7,66.8,75.2,63.9,76.4,71.3,54.7,66,65.5,80,69.4,63.1,66.7,73,70.3,64.4,72.6,65.3,60.5,75.7,68.2,75.2,70.3,63.4,73.7,72.7
HS13a_Uninsured,09_02,Health care,Uninsured,uninsured,Fewer uninsured,More uninsured,#;%,TRUE,0,1,1,,Uninsured represents the percentage of the population without health insurance. States with the best statistics (fewer uninsured) rank first.,insurance;coverage;underinsured;medicaid;medicare;access;healthcare;health-care;unafforable;employee;employment;lack;unhealthy;,Health care,Percentage of the population that has no health insurance,FALSE,11.6,16.9,13.6,12.3,12.6,10.9,7.1,7.5,5.2,16.4,15.8,5.2,13.5,9.7,11.5,6.4,10.5,9.6,14.1,9.5,8.1,3.2,8.4,6.1,14.6,11.3,13.7,9.7,16.2,8.4,10.7,14.4,8.6,13.2,8.6,8.5,15.7,10.4,8,8,13.3,10.3,11.8,19.3,12,5.3,10.7,9.8,9.6,7.2,12.8
HS07b_PCPratio2000,09_03,Health care,Primary Care Providers,primary care providers,Lower primary care shortage,Greater primary care shortage,#;%,FALSE,0,1,1,,Primary care providers represents the percentage of the population living in an area with a primary care provider shortage. States with the best statistics (fewer people with a primary care shortage) rank first.,doctor;pediatrician;preventive;prevention;physican;clinician;medical;practitioner; pcp;family physician;internist;internal medicine;gp;general practititioner;ambulatory care;outpatient,,,FALSE,0.3627099,0.0574155,0.1616402,0.371451,0.121448,0.169055,0,0.2232236,0,0.1190794,0.3579682,0.0000641,0.3332926,0.1819589,0.3171076,0.2393286,0.2096206,0.3284626,0.3718041,0,0.1054049,0,0.2054055,0.1264428,0.4836823,0.330527,0.0770486,0.143143,0.0699984,0,0.0905586,0.2012308,0.1611574,0.2976643,0.252669,0.2226865,0.3812097,0.0546805,0.1168124,0,0.3156576,0.2458547,0.3392996,0.2562556,0.5156139,0.0210619,0.2696914,0.0719092,0.3435224,0.1350041,0.2875409
HS08_MentCarShort,09_04,Health care,Mental Health Providers,mental health providers,Lower mental health provider shortage,Greater mental health provider shortage,#;%,FALSE,0,1,1,,Mental health providers represents the percentage of the population living in an area with a mental health care shortage. States with the best statistics (fewer people with a mental health provider shortage) rank first.,counseling;psychiatrist;psychiatric;pyschologist;therapy;therapist;family therapist;social worker;lpc;licensed professional counselor,,,FALSE,0.8474542,0.1056695,0.2403189,0.591873,0.1301561,0.4676375,0.0651323,0.2061531,0.2005526,0.2017827,0.5059775,0.259985,0.9629616,0.4435571,0.2683262,0.5629488,0.3900652,0.4146393,0.2597941,0.2023275,0.1254409,0.0543234,0.1915753,0.3692642,0.804515,0.6586922,0.6461157,0.5635242,0.514982,0.0710887,0,0.4454394,0.2728409,0.1236217,0.1810911,0.1894807,0.4772511,0.4920471,0.0374099,0,0.5745509,0.5289279,0.8040629,0.0832029,0.2624456,0,0.268434,0.2184759,0.4829974,0.0572407,0.8971146
HS19_DentalVisit,09_05,Health care,Dental Visits,dental visits,Fewer dental visits,More dental visits,#;%,FALSE,0,1,1,,Dental visits represents the percentage of the population that has had one or more dental visits in the past year. States with the best statistics (more dental visits) rank first.,oral health;dentist;oral;orthodontist;denal surgeon;tooth;teeth;cleaned;dental practitioner;denistry;,,,TRUE,62.29588517,65.42031668,61.2559269,57.6409219,67.11101651,67.00928405,77.82864845,66.2209482,75.99884629,63.00648541,63.05009811,72.74040896,63.30387175,65.52840989,61.87775518,71.34892763,66.60752871,61.82566691,56.6406738,63.59848047,68.62345932,73.66685835,70.08663724,73.94145945,57.0272831,61.26656208,65.53933326,68.68990387,60.3981962,71.94379896,73.38120833,62.25135728,68.487985,63.63015618,66.1103447,67.88229667,58.19469142,67.87350886,66.42288284,75.82473748,59.9791539,70.28656194,59.05016315,59.43714526,72.86617329,71.8837908,70.51241055,68.19415334,57.61915521,72.56654419,66.7002416
HS11_NotAffordDoc,09_06,Health care,Affordability of Care,affordability of care,Fewer people with cost barriers,More people with cost barriers,#;%,FALSE,0,1,1,,Affordability of care represents the percentage of the population that at any time in past 12 months couldn't see a doctor due to cost. States with the best statistics (fewer people with cost barriers) rank first.,health care access;healthcare;health-care;affordability;cost;prices;fees;out of pocket;copayments;deductible;medical expenses;prescription drug costs,,,FALSE,16.44649664,12.98613552,13.58527468,15.33779977,11.36353634,12.0370067,9.924623914,11.33831514,9.315003263,16.60597644,16.64586472,7.374971445,14.13969915,11.17461929,12.6052441,7.718094491,11.69941554,12.14545252,17.57347264,10.75460272,10.77810984,8.761047789,12.77492411,9.470869812,19.18855208,13.35232989,11.30619057,12.0837974,16.04136197,10.2715608,12.8119902,12.75710426,11.17449938,16.24666456,8.158478431,10.68902011,15.42440958,10.96832028,11.07500424,10.34541913,15.75197167,8.936776385,12.37860062,17.88928136,11.73362764,8.158846432,13.42937995,10.08264627,14.55243803,10.44318109,14.42180998
HS02_ACSdischarge,09_07,Health care,Avoidable Hospitalizations,avoidable hospitalizations,Fewer avoidable hospitalizations,More avoidable hospitalizations,#;%,FALSE,0,1,1,,"Avoidable hospitalizations represents the number of Medicare patients (per 1,000 enrollees) discharged for conditions that could have been prevented by primary care interventions. States with the best statistics (fewer avoidable hospitalizations) rank first.",health care quality;preventable;prevention;avoidable;stoppable;correctable;curable;healable;treable;condition;conditions;ambulatory care;outpatient care;chronic disease management,,,FALSE,62,36,36.1,61.8,36.2,31.2,46.2,47.2,38.3,53.6,50.2,23.3,32.4,54.8,56.8,48.9,51.3,76.6,65.8,49.4,46.7,54.3,55.4,36.6,70.2,56.6,41.1,48.3,42.2,47.1,49.6,39.5,46.8,49,49.1,57,59.9,33.9,51.7,54,45.6,50.5,59.3,53.2,27.9,39.4,42.8,32.7,75,45,43.1
HS25_AcuteReAdm,09_08,Health care,Hospital Readmissions,hospital readmissions,Fewer readmissions,More readmissions,#;%,FALSE,0,1,1,,Hospital readmissions represents the percentage of hospital readmissions within 30 days of discharge. States with the best statistics (fewer readmissions) rank first.,health care quality;preventable;prevention;avoidable;stoppable;correctable;curable;healable;treable;condition;conditions;ambulatory care;outpatient care;chronic disease management;early discharge;inpatient;,,,FALSE,14.40696,12.79863,14.15082,15.28541,14.56592,12.86483,14.86651,14.4694,14.99927,15.45126,14.86444,12.1789,12.53171,15.22918,14.43437,13.91448,14.31638,15.35352,15.31982,13.79078,,15.28909,15.38997,14.3121,15.63716,15.51324,12.77233,14.21868,15.61399,14.27291,15.22218,13.72777,15.48669,14.54567,14.13851,15.05086,14.68675,13.65244,14.56981,14.83071,14.51286,13.19193,15.26359,14.73668,12.28404,13.77682,14.80949,13.82395,15.70195,13.85086,14.23513
HS21_Mammogram,09_09,Health care,Mammograms,mammograms,Fewer mammograms,More mammograms,#;%,FALSE,0,1,1,,Mammograms represents the percentage of women aged 40+ who have had a mammogram in the past two years. States with the best statistics (more mammograms) rank first.,cancer;screening;breast;women;preventive;prevention;woman;female;exam;test;breast cancer;carcinoma;cancerous;mammary;,,,TRUE,72.72967405,62.7211715,68.44594876,67.96996421,74.34067112,68.32136366,79.94245653,78.26696844,74.75211904,76.88136558,73.8847967,76.61955491,59.66667935,72.45969708,67.32962673,72.22785492,70.01909337,72.86689481,73.16334486,75.80098496,76.71455013,80.58626278,73.98278072,75.73979344,67.56624993,70.17873645,66.70356371,67.18576228,67.02275905,76.86421872,74.93756604,63.40826659,73.93378934,74.65333737,71.41122883,73.69199843,69.60893151,67.07967509,70.51827077,80.84640177,71.32483155,74.87015018,71.05739937,66.44787514,67.08120592,71.78143993,75.91237003,69.16549537,72.51472965,75.66954891,61.04520554
HS23_CRCscreen,09_10,Health care,Colon Cancer Screenings,colon cancer screenings,Fewer screenings,More screenings,#;%,FALSE,0,1,1,,Colon cancer screenings represents the percentage of adults aged 50-75 years who have had a recent colon cancer screening test. States with the best statistics (more screenings) rank first.,preventive;prevention;colorectal;bowel;rectal;cyolon;fecal occult blood testing;colonoscopy;stool testing,,,TRUE,69.2,63.4,62.6,64.9,70.8,67.5,75.8,70.9,70,65.8,63.2,72.8,62.1,63.8,64.6,68.2,66.4,69.7,64.1,75.9,69.5,75.3,69.6,73.3,59.9,65.2,61.3,65.5,61.5,74.5,64.8,58.5,68,72,64.4,67,58.8,68.8,68.1,73.6,68.8,65.6,65.6,60.1,71.7,72.1,70,70,66.3,73.4,60.9
PS_PolicyRankings,10_01,Public policy and state spending,Policy Rankings,policy rankings,Fewer policies,More policies,#;%,FALSE,0,1,1,,Policy rankings represents the percentage of total enacted policies that promote financial stability and wealth. States with the best statistics (more policies) rank first.,money;income;equity;economic;economy;monetary;fiscal;price;wage;government;representative;political;policy;politics;local;action;plan;,,,TRUE,23.52941177,20.58823529,32.35294118,42.64705882,41.17647059,48.52941177,50,35.29411765,45.45454546,33.82352941,35.29411765,31.81818182,25.75757576,45.58823529,30.3030303,39.70588235,41.17647059,29.41176471,38.23529412,50,61.76470588,41.17647059,33.82352941,47.05882353,21.21212121,25,33.33333333,33.82352941,30.76923077,28.78787879,51.47058824,33.82352941,51.47058824,42.64705882,36.36363636,42.64705882,39.70588235,51.47058824,35.29411765,51.47058824,30.88235294,19.6969697,27.94117647,26.47058824,28.78787879,47.05882353,32.35294118,51.47058824,33.82352941,38.23529412,16.66666667
PS76a_Education_All,10_02,Public policy and state spending,Education Spending,education spending,Less education spending,More education spending,$;#,FALSE,0,1,1,,Education spending represents state education spending per capita. States with the best statistics (more education spending) rank first.,schools;students;educational;costs;expenditure;spend;expenses;expense;teach;school;schooling;invest;learning;literacy;education budget,,,TRUE,1836.536212,4268.636103,1756.299294,1969.401228,2722.826429,2110.302676,3221.186594,2906.203318,4027.371391,1753.052778,1957.192297,2297.827352,1550.727959,2441.086595,1761.226141,2311.049578,2132.990007,1903.237445,2036.000218,2137.262097,2944.712924,2752.057162,2079.399548,2489.783592,1809.00781,1795.61685,2106.498869,2563.324638,1731.316782,2581.98491,3814.595409,2253.552101,4043.528861,1897.940406,2589.710054,1992.420378,1784.037085,2201.587933,2382.113658,2707.725914,1970.859711,1733.035169,1656.05592,2262.550222,2114.444445,3327.50827,2403.285328,2478.882084,2046.574496,2312.831954,3523.850424
PS78b_Income_FPL1,10_03,Public policy and state spending,State Income Support,state income support,Less income support,More income support,$;#,TRUE,0,1,1,,State income support represents the amount of income support per persons with incomes below the Federal poverty level. States with the best statistics (more income support) rank first.,tanf;welfare;policy;poverty;poor;money;low wage;low income;low-income;government;spending;spend;cost;economic support;assistance;,Policy,State spending on income support per adult living in poverty,TRUE,997.7806184,10614.27672,1563.394723,1536.104543,5801.087995,3786.926751,7199.050946,3950.613169,9624.906544,1452.719035,1275.663427,6114.111869,2143.565429,4580.159366,2598.55755,2802.034841,2430.289772,2099.68025,1273.393808,4279.511669,7304.670009,7149.257733,2442.75326,6430.648432,932.8955923,1350.645485,3285.84949,4277.048697,2973.384241,4676.973742,8102.769662,1744.121375,6215.265397,1700.661279,18899.9351,3408.773803,2244.831609,4332.557613,5200.556705,4731.587058,1248.830732,3378.838908,1811.923599,1720.291216,3224.16041,10596.22418,3855.587501,6008.942168,3058.991481,4295.923074,6516.881923
PS03_TobaccoTax,10_04,Public policy and state spending,Tobacco Taxes,tobacco taxes,Lower tobacco taxes,Higher tobacco taxes,$;#,FALSE,0,1,1,,"Tobacco taxes represents the amount of cigarette tax per pack, in dollars. States with the best statistics (higher tobacco taxes) rank first.",public health;smoking;cigarettes;taxes;anti-smoking;tobacco;smoking cessation;lungs;respiratory;pulmonary,,,TRUE,0.675,2,2,1.15,2.87,0.84,4.35,2.1,2.92,1.339,0.37,3.2,0.57,1.98,0.995,1.36,1.29,0.6,1.08,2,2,3.51,2,3.04,0.68,0.17,1.7,0.64,1.8,1.78,2.7,1.66,4.35,0.45,0.44,1.6,1.03,1.32,2.6,3.75,0.57,1.53,0.62,1.41,1.7,3.08,0.3,3.025,1.2,2.52,0.6
D_A,11_01,"Race, ethnicity, and immigration",Asian,Asian,Lower percentage Asian,Higher percentage Asian,#;%,FALSE,0,1,1,,The percentage of the population that is Asian non-Hispanic. States with higher percentages rank first.,race;pacific islanders;chinese;koreans;japanese;indians;filipinos;malaysians;sri lankans;thai;indonesians;bangladeshis;asian indians;vietnamese;pakistani;combodians;laotians;hmongs;,,,TRUE,1.2,5.9,3,1.4,13.7,2.9,4.2,3.7,3.6,2.6,3.7,37,1.3,5.1,2,2.1,2.7,1.3,1.7,1.1,6,6.1,2.8,4.5,1,1.8,0.7,2.1,7.7,2.4,9.1,1.3,8.1,2.5,1.2,1.9,2,4,3.1,3.2,1.4,1.3,1.6,4.3,2.2,1.5,6,7.7,0.7,2.6,0.9
D_B,11_02,"Race, ethnicity, and immigration",Black,Black,Lower percentage Black,Higher percentage Black,#;%,FALSE,0,1,1,,The percentage of the population that is non-Hispanic Black. States with higher percentages rank first.,race; african-american;african;caribbean;jamaicans;ghanaians;somalians;algerians;angolans;cameroonians;congolese;egyptians;eritreans;guineas;kenyans;liberians;libyans;malians;moroccans;nigerians;senegaleses;rwandans;tanzanians;togoleses;ugandans;zambians;zimbabweans;,,,TRUE,26.4,3.1,4,15.4,5.6,3.9,9.7,21.1,47.4,15.4,30.7,1.7,0.6,14.1,9.1,3.2,5.6,7.8,31.9,1.2,29.2,6.6,13.7,5.6,37.4,11.5,0.4,4.6,8.2,1.2,12.7,1.8,14.4,21.2,2,12.1,7.1,1.8,10.6,5.4,27.1,1.6,16.7,11.6,1,1.1,18.9,3.5,3.4,6.2,1.1
D_H,11_03,"Race, ethnicity, and immigration",Latinx,Latinx,Lower percentage Latinx,Higher percentage Latinx,#;%,FALSE,0,1,1,,The percentage of the population that is Latinx. States with higher percentages rank first.,latino;latina;latinx;ethnicity;spanish;hispanic;mexicans;puerto ricans;cubans;salvadorans;dominicans;guatemalans;colombians;columbians;hondurans;ecuadorians;peruvians;venezuelans;nicaraguans;panamanians;chileans;costa ricans;bolivians;uruguayans;paraguayans;,,,TRUE,4,6.7,30.5,7,38.6,21.1,15,8.8,10.5,24.1,9.2,10,12,16.6,6.5,5.6,11.3,3.3,4.8,1.5,9.2,10.9,4.8,5.1,2.9,3.9,3.4,10.2,27.8,3.3,19.3,47.8,18.6,8.9,3.1,3.5,9.8,12.4,6.6,14.1,5.3,3.4,5,38.6,13.5,1.7,8.7,12.1,1.4,6.5,9.7
D_AIAN,11_04,"Race, ethnicity, and immigration",Native American,Native American,Lower percentage American Indian,Higher percentage American Indian,#;%,FALSE,0,1,1,,The percentage of the population that is American Indian or Alaskan Native. States with higher percentages rank first.,american indian;indigenous;alaska;native;apache;pueblo;blackfoot;cherokee;cheyenne;chinook;comanche;creek;hopi;huron;iroquois;mohawk;mohican;natchez;navajo;pawnee;sioux;,,,TRUE,0.5,13.7,4,0.5,0.4,0.5,0.1,0.3,0.2,0.2,0.2,0.1,1.1,0.1,0.2,0.3,0.7,0.2,0.5,0.6,0.2,0.1,0.5,1,0.4,0.4,6.3,0.7,0.9,0.1,0.1,8.6,0.2,1.1,5.1,0.1,7.1,0.9,0.1,0.4,0.3,8.4,0.2,0.2,0.9,0.3,0.2,1.1,0.2,0.8,2
D_W,11_05,"Race, ethnicity, and immigration",White,White,Lower percentage White,Higher percentage White,#;%,FALSE,0,1,1,,The percentage of the population that is non-Hispanic White. States with higher percentages rank first.,caucasion;race;anglo-american;european;european-american;german;irish;scottish;english;ancestry;french;greece;sweden;norway;poland;russian;polish;norse;,,,TRUE,66.2,62,56.1,73.4,38.4,69,68.7,63.5,35.8,55.6,54.1,22.4,82.9,62.2,80.2,87,76.8,85.4,59.3,93.7,52.5,73.7,75.7,81.3,57.2,80,86.8,80.3,51.3,91.2,56.7,38.7,56.4,64,86.4,80,66.9,77,77.7,74,63.9,82.9,74.5,43.4,79.3,93.4,63.1,70.4,92.4,82.1,84.4
SEF42a_HighMinority,11_06,"Race, ethnicity, and immigration",High Minority Population,high minority population,Fewer majority-minority areas,More majority-minority areas,#;%,FALSE,0,1,1,,The percentage of the population that is living in a census tract with a majority-minority population. States with higher percentages rank first.,segregation; race; racism; people of color;diversity;exclusion;inclusion,,,TRUE,0.1611091,0.12347274,0.21945658,0.09816882,0.44522045,0.09338831,0.13000158,0.10525169,0.59698917,0.23392987,0.24099388,0.78505105,0.00438893,0.21051012,0.06338606,0.00684059,0.04999236,0.0246266,0.20345625,0.00045041,0.29253333,0.07826776,0.11244567,0.03130149,0.20400878,0.07815948,0.03025007,0.04010643,0.18769536,0,0.23135192,0.38683597,0.29583246,0.13212963,0.03403914,0.07529835,0.04486171,0.00662879,0.09813012,0.10909428,0.13044785,0.05018,0.11088795,0.38263752,0.01553116,0,0.11778538,0.04538158,0,0.06623093,0.01493276
D_limitedeng,11_07,"Race, ethnicity, and immigration",Limited English,limited English,Fewer limited English households,More limited English households,#;%,FALSE,0,1,1,,The percentage of households that speak limited English. States with higher percentages rank first.,language;immigrants;immigration;esl;english as a second language;literacy;spanish;,,,TRUE,1.2,2.2,4.5,1.6,9.4,3,5.2,2.4,3.6,6.8,3,6.4,2,4.7,1.8,1.6,2.4,1.2,1.8,1.1,3.1,5.7,1.8,2.4,0.8,1.1,0.5,2.7,6.3,1.5,7.1,5.1,8.1,2.5,1,1.4,2.2,2.7,2.4,5.3,1.5,1.3,1.5,7.9,2.5,0.7,2.6,3.9,0.3,1.6,1.2